la,lo,XJAVHRR_av,Vegetation,Variance_c,Slope,SD,Road_densi,Relative_E,Particle_s,Elevation,Distance_f,Curve_numb,Agricultur,level
38.592832,79.91007,0.0107527,0.272622,0.611137,0.0019616,0.124688,0.008558,0.000311,1,0.160906,0.44038,0.646154,0.0113021,0
38.619553,82.046984,0.0071685,0.28433,0.611147,0.0017857,0.107113,0.0149816,0.0018662,0.297565,0.154112,0.54721,0.815385,0.006017,0
38.68094,82.425434,0.0071685,0.275801,0.611158,0.0033528,0.099641,0.0149816,0.0037325,1,0.153159,0.626778,0.646154,0.006017,0
38.781221,85.134346,0.0107527,0.27014,0.611177,0.0048041,0.097567,0.0129525,0.0065319,1,0.151371,0.312233,0.646154,0.0009376,0
38.825788,80.412874,0.0107527,0.275258,0.611255,0.0152441,0.121487,0.008558,0.0111975,1,0.158999,0.200529,0.646154,0.0113021,0
38.80572,81.622101,0.0107527,0.2689,0.611159,0.0035728,0.102618,0.0082835,0.0018662,1,0.153397,0.348512,0.646154,0.0045557,0
38.817383,85.427804,0.0107527,0.277661,0.611373,0.0275536,0.098032,0.0129525,0.0233281,1,0.155066,0.270552,0.646154,0.0009376,0
38.839579,85.470538,0.0107527,0.284562,0.611366,0.0067355,0.098388,0.0129525,0.000311,1,0.14553,0.270552,0.646154,0.0009376,0
38.923211,82.314713,0.0071685,0.274482,0.611139,0.0006923,0.117206,0.0149816,0.0006221,0.862875,0.150894,0.749524,0.815385,0.006017,0
38.920885,83.506116,0.0107527,0.27549,0.611233,0.0226469,0.0066424,0.0129525,0.0133748,1,0.153874,0.591078,0.646154,0.0009376,0
38.995568,86.498857,0.0107527,0.272156,0.611171,0.0040134,0.11783,0.0129525,0.0031104,1,0.140644,0.161816,0.646154,0.0009376,0
39.00302,81.060953,0.0107527,0.258975,0.611143,0.0005776,0.111651,0.0166896,0.0024883,1,0.152205,0.0977882,0.646154,0.0168894,0
39.022614,85.918919,0.0107527,0.275258,0.61117,0.0095244,0.108827,0.0129525,0.0124417,1,0.145292,0.312926,0.646154,0.0009376,0
39.091399,86.342279,0.0143369,0.275258,0.611172,0.011016,0.116717,0.0129525,0.007776,0.862875,0.140644,0.250042,0.646154,0.0009376,0
39.124039,86.552834,0.0107527,0.269287,0.611171,0.0049534,0.120261,0.0129525,0.0018662,0.862875,0.137664,0.223891,0.815385,0.0009376,0
39.138659,83.939637,0.0071685,0.279135,0.611242,0.0066538,0.0184164,0.0129525,0.0177294,1,0.151371,0.736403,0.646154,0.0009376,0
39.236539,79.867236,0.0107527,0.272699,0.611153,0.0030738,0.150673,0.008558,0.0027994,1,0.154112,0.431482,0.646154,0.0113021,0
39.244835,83.821186,0.0071685,0.277817,0.611251,0.0190217,0.0179837,0.0129525,0.0083981,1,0.147318,0.785713,0.646154,0.0009376,0
39.277695,84.247087,0.0071685,0.278204,0.611278,0.0118385,0.065007,0.0129525,0.0090202,1,0.1441,0.861496,0.646154,0.0009376,0
39.274787,85.555371,0.0107527,0.281228,0.611224,0.0073283,0.114318,0.0129525,0.0068429,1,0.140524,0.505609,0.646154,0.0009376,0
39.318835,82.443016,0.0071685,0.26983,0.611137,0.0024477,0.124968,0.0149816,0.000311,1,0.144815,0.826203,0.815385,0.006017,0
39.337876,80.24232,0.0107527,0.27487,0.611138,0.002373,0.140933,0.008558,0.0024883,1,0.15292,0.349538,0.646154,0.0113021,0
39.345148,84.417466,0.0071685,0.279677,0.611309,0.0118425,0.0865055,0.0129525,0.0024883,0.862875,0.139213,0.862154,0.646154,0.0009376,0
39.350734,84.860439,0.0071685,0.276964,0.611287,0.0210962,0.106361,0.0129525,0.007154,1,0.14112,0.69928,0.646154,0.0009376,0
39.403024,79.465735,0.0107527,0.27394,0.611145,0.0042119,0.154093,0.055794,0.0015552,1,0.150775,0.25375,0.646154,0.0369894,0
39.399848,83.977959,0.0071685,0.28084,0.611251,0.0124212,0.0541629,0.0129525,0.0052877,1,0.142789,0.933351,0.646154,0.0009376,0
39.389862,86.763561,0.0071685,0.267504,0.611221,0.0066824,0.124346,0.0129525,0.0161742,1,0.135399,0.30648,0.646154,0.0009376,0
39.43843,90.802393,0.0143369,0.289525,0.611305,0.0645227,0.157194,0.0214008,0.0261275,1,0.208462,0.0824908,0.646154,0.0003041,0
39.436782,91.518032,0.0107527,0.287741,0.611256,0.0281768,0.183503,0.0214008,0.0111975,1,0.224553,0.0221341,0.646154,0.0003041,0
39.474623,86.664809,0.0107527,0.271924,0.611201,0.0075116,0.123983,0.0129525,0.0055988,1,0.131824,0.388286,0.646154,0.0009376,0
39.576293,80.491431,0.0107527,0.264868,0.611138,0.0013458,0.131728,0.0108894,0.0009331,1,0.148033,0.211917,0.646154,0.0525852,0
39.543026,83.120595,0.0071685,0.275723,0.611189,0.0041449,0.101378,0.0066179,0.0083981,1,0.145411,0.903523,0.646154,0.0152483,0
39.58002,91.384727,0.0107527,0.286501,0.611231,0.0191337,0.181944,0.0214008,0.0161742,1,0.194994,0.0554317,0.646154,0.0003041,0
39.613469,79.873085,0.0143369,0.277196,0.61117,0.002039,0.153603,0.0108894,0.0037325,1,0.148033,0.232282,0.646154,0.0525852,0
39.592946,84.165754,0.0071685,0.283787,0.611306,0.0078474,0.0906087,0.0129525,0.0062208,1,0.139928,0.961361,0.815385,0.0009376,0
39.587347,86.629309,0.0107527,0.274172,0.61123,0.016034,0.124327,0.0129525,0.0065319,1,0.129678,0.492242,0.646154,0.0009376,0
39.642703,79.726955,0.0143369,0.279833,0.611208,0.0153154,0.160365,0.055794,0.0059098,1,0.148272,0.137155,0.646154,0.0369894,0
39.639261,80.925363,0.0143369,0.270606,0.61115,0.0015655,0.124354,0.0108894,0.0012442,0.182757,0.146126,0.0075374,0.8,0.0525852,0
39.631925,82.536746,0.0071685,0.278592,0.611154,0.0020606,0.14583,0.0066179,0.0015552,1,0.141955,0.793247,0.646154,0.0152483,0
39.673677,82.095875,0.0071685,0.266806,0.611145,0.0018813,0.142651,0.0066179,0.0018662,1,0.143504,0.616708,0.646154,0.0152483,0
39.727989,80.88878,0.0143369,0.275103,0.611146,0.0026686,0.12128,0.0108894,0.0027994,0.182757,0.145173,0.0215107,0.8,0.0525852,0
39.752037,83.069675,0.0071685,0.284717,0.611178,0.0050101,0.128908,0.0066179,0.0034215,1,0.139094,0.764683,0.646154,0.0152483,0
39.77985,91.507306,0.0035842,0.27487,0.611203,0.0166596,0.184835,0.0214008,0.0171073,1,0.162455,0.0592361,0.646154,0.0003041,0
39.803073,81.193092,0.0143369,0.26324,0.611147,0.0006923,0.114804,0.0692544,0.0012442,1,0.143862,0.148511,0.646154,0.0782614,0
39.823351,82.225694,0.0107527,0.265876,0.611158,0.0007697,0.156502,0.0066179,0.0024883,1,0.140763,0.584467,0.646154,0.0152483,0
39.818157,87.733392,0.0071685,0.275413,0.611443,0.0482205,0.117055,0.0214008,0.0049767,1,0.115256,0.382642,0.646154,0.0003041,0
39.833882,79.788005,0.0143369,0.283322,0.611137,0.0007697,0.163282,0.055794,0.0012442,0.162081,0.144577,0.0526078,0.8,0.0369894,0
39.840753,85.701796,0.0071685,0.27394,0.611388,0.0243489,0.128549,0.0129525,0.0143079,1,0.132062,0.727144,0.646154,0.0009376,0
39.84982,87.664784,0.0035842,0.278747,0.611399,0.0100902,0.127339,0.0214008,0.0248834,1,0.124553,0.358368,0.646154,0.0003041,0
39.886699,79.731346,0.0143369,0.304489,0.611142,0.0016593,0.167797,0.055794,0.0015552,0.862875,0.143504,0.0302438,0.8,0.0369894,0
39.877596,82.9682,0.0071685,0.276421,0.61115,0.0011977,0.147952,0.0066179,0.0024883,1,0.137664,0.652106,0.646154,0.0152483,0
39.916261,83.903325,0.0071685,0.282546,0.611251,0.0148287,0.131343,0.0066179,0.0130638,1,0.139333,0.717077,0.646154,0.0152483,0
39.892416,84.500846,0.0071685,0.286113,0.611337,0.0067778,0.151291,0.0129525,0.0037325,1,0.133135,0.814395,0.646154,0.0009376,0
39.904472,91.293227,0.0035842,0.288594,0.61125,0.0190829,0.178324,0.0214008,0.014619,1,0.13242,0.135038,0.646154,0.0003041,0
39.956355,82.73815,0.0107527,0.266651,0.611151,0.0044808,0.162169,0.0066179,0.0012442,1,0.137068,0.632581,0.646154,0.0152483,0
40.029157,83.835671,0.0071685,0.277119,0.611138,0.002039,0.147641,0.0066179,0.0012442,1,0.133969,0.639274,0.646154,0.0152483,0
40.006968,87.08377,0.0071685,0.277274,0.611459,0.0483075,0.130238,0.0214008,0.0034215,1,0.118951,0.415198,0,0.0003041,0
40.054345,82.209427,0.0107527,0.270838,0.611137,0.0028659,0.173227,0.0066179,0.0009331,1,0.138498,0.452583,0.646154,0.0152483,0
40.12403,80.307459,0.0107527,0.28022,0.611132,0.000274,0.140238,0.0108894,0.0006221,0.162081,0.141716,0.194412,0.8,0.0525852,0
40.133419,85.687993,0.0071685,0.275568,0.611391,0.0094026,0.138138,0.0129525,0.0335925,1,0.130155,0.539844,0.646154,0.0009376,0
40.128647,86.983854,0.0071685,0.276731,0.611446,0.0071171,0.132146,0.0214008,0.0167963,1,0.123957,0.373174,0.646154,0.0003041,0
40.170655,81.61078,0.0143369,0.265721,0.611147,0.0019951,0.137344,0.0692544,0.0018662,1,0.13969,0.232933,0.646154,0.0782614,0
40.168547,82.447151,0.0107527,0.267504,0.611132,0.0016063,0.184621,0.0066179,0.0009331,1,0.13528,0.480788,0.646154,0.0152483,0
40.245827,83.257021,0.0107527,0.268279,0.611135,0.0011267,0.184039,0.0066179,0.0009331,1,0.13242,0.422369,0.646154,0.0152483,0
40.228102,83.918543,0.0071685,0.281306,0.611141,0.0033321,0.175408,0.0066179,0.0021773,1,0.133611,0.498172,0.646154,0.0152483,0
40.349517,81.998935,0.0107527,0.261379,0.611134,0.0009721,0.178905,0.0692544,0.0009331,1,0.137545,0.227293,0.646154,0.0782614,0
40.340311,82.766129,0.0107527,0.266186,0.611142,0.0035468,0.200247,0.0066179,0.0009331,1,0.132658,0.368606,0.646154,0.0152483,0
40.3577,92.577553,0.0035842,0.293557,0.611177,0.0022168,0.207725,0.0214008,0.0065319,1,0.12789,0.163381,0.646154,0.0003041,0
40.405741,84.63451,0.0143369,0.274405,0.611143,0.0015097,0.176446,0.0191223,0.0034215,1,0.125983,0.464105,0.646154,0.009753,0
40.522108,84.899606,0.0143369,0.275568,0.611149,0.0015655,0.177675,0.0191223,0.000311,1,0.125626,0.348878,0.646154,0.009753,0
40.55809,86.515096,0.0107527,0.277351,0.611291,0.0028897,0.147711,0.0191223,0.0043546,1,0.120739,0.265454,0.646154,0.009753,0
40.630407,89.937681,0.0035842,0.272466,0.611144,0.0024751,0.149761,0.0214008,0.0018662,0.862875,0.112157,0.0148963,0.8,0.0003041,0
40.650326,91.534307,0.0107527,0.273474,0.611367,0.0243819,0.185878,0.0214008,0.0217729,0.509683,0.134923,0.569704,0.8,0.0003041,0
40.647318,93.415398,0.0179211,0.267349,0.611216,0.0019951,0.241895,0.0214008,0.0099533,0.862875,0.150775,0.0641232,0.876923,0.0003041,0
40.702122,93.2428,0.0107527,0.256261,0.611194,0.0192097,0.240123,0.0214008,0.0121306,0.639265,0.151847,0.157029,0.8,0.0003041,0
40.710179,86.21953,0.0107527,0.276809,0.611257,0.01924,0.146738,0.0191223,0.0046656,1,0.119785,0.215262,0.646154,0.009753,0
40.738531,88.542771,0.0071685,0.274327,0.611496,0.0791482,0.106458,0.0191223,0.0087092,0.862875,0.117998,0.0069793,0.8,0.009753,0
40.775038,89.281825,0.0035842,0.27487,0.611189,0.0093694,0.128391,0.0191223,0.0227061,0.509683,0.134803,0.0877728,0.8,0.009753,0
40.852928,85.024969,0.0143369,0.275723,0.611135,0.0002217,0.187417,0.0191223,0.0006221,1,0.1236,0.0847134,0.646154,0.009753,0
40.981189,85.289068,0.0107527,0.458866,0.611136,0.0008867,0.171936,0.0191223,0.0012442,0.395333,0.12205,0.0139062,0.753846,0.009753,0
40.967962,88.246799,0.0143369,0.283399,0.611226,0.0228468,0.10116,0.0191223,0.0164852,0.862875,0.146246,0.0673716,0.8,0.009753,0
41.039032,90.016566,0.0071685,0.278669,0.611197,0.0072135,0.166362,0.0214008,0.0087092,0.639265,0.16031,0.199781,0.8,0.0003041,0
41.029799,92.121742,0.0143369,0.266651,0.611187,0.0092482,0.215772,0.0214008,0.0009331,0.509683,0.138856,0.559951,0.8,0.0003041,0
41.129378,83.92255,0.0143369,0.611382,0.611144,0.0015097,0.245352,0.0806422,0.0018662,0.182757,0.129559,0.0405756,0.8,0.0377376,0
41.176461,93.94266,0.0250896,0.281073,0.611187,0.000274,0.253902,0.0266013,0.0161742,0.509683,0.164958,0.0600527,0.8,0.0052013,0
41.207761,89.926353,0.0143369,0.286733,0.611299,0.0178297,0.164905,0.0214008,0.0195956,0.862875,0.188677,0.233206,0.8,0.0003041,0
41.232691,93.470739,0.0179211,0.285415,0.611196,0.0170736,0.246338,0.0266013,0.0037325,0.509683,0.152682,0.277539,0.8,0.0052013,0
41.251114,93.176596,0.0107527,0.277041,0.611425,0.0468734,0.23737,0.0266013,0.0261275,1,0.153754,0.406524,0.646154,0.0052013,0
41.25774,93.91518,0.0250896,0.275025,0.611148,0.0057471,0.25265,0.0266013,0.007776,0.341482,0.16615,0.113219,0.8,0.0052013,0
41.316439,93.119244,0.0107527,0.279677,0.611183,0.0130636,0.236402,0.0266013,0.0099533,1,0.143266,0.457955,0.646154,0.0052013,0
41.294917,93.750076,0.0215054,0.286191,0.611193,0.0157088,0.249156,0.0266013,0.0121306,0.509683,0.163051,0.189054,0.8,0.0052013,0
41.35984,90.695947,0.0071685,0.275878,0.611186,0.0070902,0.179849,0.0213548,0.0027994,0.509683,0.145173,0.471974,0.8,0.0029789,0
41.351929,93.353323,0.0215054,0.282159,0.611171,0.0122707,0.243695,0.0266013,0.0099533,0.509683,0.148033,0.37174,0.8,0.0052013,0
41.376356,85.037433,0.0143369,0.359076,0.611132,0.0007188,0.218485,0.0324851,0.0006221,0.297565,0.123957,0.0222916,0.292308,0.0195842,0
41.375261,90.042146,0.0250896,0.268667,0.611187,0.0195107,0.168905,0.0213548,0.0093313,0.509683,0.18522,0.214817,0.8,0.0029789,0
41.441096,87.406113,0.0179211,0.295805,0.611271,0.0705249,0.175026,0.0191223,0.0202177,0.306999,0.216925,0.0429727,0.8,0.009753,0
41.420916,87.460146,0.0179211,0.291463,0.611214,0.0573713,0.175026,0.0191223,0.0301711,0.306999,0.214541,0.0526482,0.8,0.009753,0
41.478614,84.985312,0.0250896,0.271148,0.611136,0.0016593,0.223562,0.0324851,0.0049767,0.28598,0.125864,0.0743479,0.646154,0.0195842,0
41.487195,91.272913,0.0179211,0.268047,0.611226,0.0151389,0.201957,0.0213548,0.0152411,0.509683,0.145292,0.719546,0.8,0.0029789,0
41.46759,92.807435,0.0215054,0.277739,0.611189,0.0043268,0.233043,0.0266013,0.0031104,0.509683,0.141716,0.662791,0.8,0.0052013,0
41.475012,93.172758,0.0143369,0.283089,0.611166,0.0134374,0.240601,0.0266013,0.0158631,0.509683,0.159356,0.515368,0.646154,0.0052013,0
41.603008,88.855038,0.0286738,0.311623,0.611246,0.0252527,0.134884,0.089802,0.0012442,0.862875,0.172825,0.0273272,0.8,0.0101473,0
41.78471,87.305545,0.0035842,0.276731,0.611249,0.0217621,0.194512,0.0341261,0.0143079,0.855083,0.150536,0.135654,0.8,0.0238441,0
41.762191,90.781593,0.0215054,0.278825,0.611172,0.0075369,0.195476,0.0213548,0.0127527,0.862875,0.176281,0.623163,0.8,0.0029789,0
41.768325,91.646802,0.0215054,0.272932,0.611193,0.0244486,0.218641,0.0213548,0.0183515,0.639265,0.16615,0.915854,0.8,0.0029789,0
41.779332,91.927032,0.0179211,0.274482,0.611168,0.0127037,0.223691,0.0266013,0.007465,0.862875,0.153993,0.846638,0.8,0.0052013,0
41.75041,92.702562,0.0071685,0.282469,0.611225,0.0077863,0.23074,0.0266013,0.007154,0.862875,0.154946,0.629723,0.8,0.0052013,0
41.764737,93.658393,0.0143369,0.287664,0.611356,0.0289234,0.248147,0.0266013,0.0180404,0.862875,0.152443,0.427582,0.646154,0.0052013,0
41.815108,90.01001,0.0286738,0.27487,0.611226,0.0203301,0.188355,0.0213548,0.0255054,0.509683,0.150417,0.225319,0.8,0.0029789,0
41.858745,92.941832,0.0035842,0.294565,0.611204,0.0139823,0.243055,0.0266013,0.0124417,0.862875,0.144339,0.504632,0.8,0.0052013,0
41.895949,92.527368,0.0107527,0.284407,0.611185,0.017177,0.229077,0.0266013,0.0164852,0.862875,0.134207,0.589245,0.8,0.0052013,0
41.93111,93.289244,0.0107527,0.281926,0.611193,0.0152457,0.237241,0.0266013,0.0205288,0.862875,0.130989,0.430064,0.646154,0.0052013,0
42.02237,91.396915,0.0250896,0.293091,0.611318,0.0079833,0.202161,0.0213548,0.0040436,0.862875,0.138021,0.750653,0.8,0.0029789,0
42.027892,91.81147,0.0215054,0.287819,0.611255,0.0128116,0.235914,0.0266013,0.0108865,0.862875,0.143385,0.729705,0.8,0.0052013,0
42.055626,89.469006,0.0322581,0.262852,0.611292,0.020511,0.177948,0.0258993,0.0115086,0.862875,0.142312,0.110408,0.8,0.0095306,0
42.078551,90.004888,0.0322581,0.268124,0.611247,0.0225608,0.188238,0.0213548,0.0283048,0.509683,0.134446,0.194903,0.8,0.0029789,0
42.056308,90.434887,0.0250896,0.292936,0.611184,0.0149426,0.204495,0.0213548,0.0093313,0.509683,0.144815,0.404969,0.8,0.0029789,0
42.130816,91.718784,0.0179211,0.274095,0.611229,0.0112218,0.231717,0.0266013,0.0031104,0.862875,0.138856,0.724388,0.8,0.0052013,0
42.196756,89.225832,0.0143369,0.265488,0.611299,0.0354675,0.160043,0.0258993,0.0472784,0.862875,0.162336,0.0844797,0.8,0.0095306,0
42.236209,89.738757,0.0071685,0.277274,0.611203,0.0147682,0.188861,0.0213548,0.0174184,0.509683,0.107271,0.0391025,0.8,0.0029789,0
42.396501,92.035824,0.0107527,0.304722,0.611242,0.0125911,0.2314,0.0266013,0.0133748,0.862875,0.1,0.481133,0.8,0.0052013,0
42.40588,92.368746,0.0071685,0.275801,0.611953,0.0255059,0.241319,0.0266013,0.0242613,0.862875,0.0491061,0.336926,0.8,0.0052013,0
42.450209,90.495002,0.0143369,0.279135,0.611291,0.0135752,0.191555,0.0213548,0.0130638,0.862875,0.0933254,0.304637,0.8,0.0029789,0
42.453128,90.769973,0.0179211,0.287664,0.611198,0.0104416,0.191651,0.0213548,0.007776,0.862875,0.102265,0.342264,0.815385,0.0029789,0
42.430878,91.685305,0.0071685,0.278747,0.611521,0.0498037,0.22237,0.0266013,0.0255054,0.862875,0.0954708,0.59004,0.8,0.0052013,0
42.433813,92.048628,0.0107527,0.272544,0.611294,0.0257963,0.23347,0.0266013,0.0152411,0.862875,0.0926102,0.431556,0.8,0.0052013,0
42.487315,90.643505,0.0143369,0.27518,0.611212,0.0091228,0.192208,0.0213548,0.0080871,0.862875,0.094994,0.289172,0.815385,0.0029789,0
42.50615,90.911613,0.0143369,0.291075,0.611238,0.0143915,0.19637,0.0213548,0.0115086,0.862875,0.0963051,0.33203,0.8,0.0029789,0
43.029928,95.834583,0.0215054,0.283632,0.611232,0.0175623,0.265696,0.0201917,0.0127527,0.862875,0.141955,0.129131,0.646154,0.0022547,0
43.796714,95.47773,0.0107527,0.307591,0.611415,0.002373,0.151248,0.0201917,0.0183515,0.35262,0.0815256,0.0851487,0.8,0.0022547,0
43.849543,94.370386,0.0286738,0.256339,0.611385,0.0355259,0.302836,0.0201917,0.0289269,0.862875,0.0839094,0.0988009,0.8,0.0022547,0
43.958621,94.551672,0.0179211,0.251919,0.611213,0.0044756,0.261635,0.0201917,0.0024883,0.35262,0.0576877,0.171986,0.8,0.0022547,0
43.97748,94.786121,0.0107527,0.287121,0.611485,0.0412073,0.194555,0.0201917,0.0575428,0.35262,0.0799762,0.200368,0.646154,0.0022547,0
44.795909,92.39451,0.0143369,0.282391,0.611277,0.0183831,0.372343,0.0402389,0.0130638,0.862875,0.0904648,0.165582,0.8,0.0076156,0
44.833717,92.325397,0.0179211,0.241994,0.611329,0.0241442,0.376325,0.0402389,0.0052877,0.862875,0.0939213,0.122825,0.8,0.0076156,0
44.866544,92.507423,0.0179211,0.281383,0.611488,0.0432796,0.376307,0.0402389,0.0195956,0.862875,0.0859356,0.104126,0.8,0.0076156,0
44.866544,92.507423,0.0179211,0.281383,0.611488,0.0432796,0.376307,0.0402389,0.0195956,0.862875,0.0859356,0.104126,0.8,0.0076156,0
44.866544,92.507423,0.0179211,0.281383,0.611488,0.0432796,0.376307,0.0402389,0.0195956,0.862875,0.0859356,0.104126,0.8,0.0076156,0
34.648589,78.673104,0.336918,0.306505,0.611274,0.0463673,0.138663,0.0247599,0.0301711,0.692212,0.638856,0.0255486,0.646154,0.0011928,0
35.189943,78.173393,0.419355,0.318446,0.611377,0.224778,0.149609,0.0247599,0.0531882,0.692212,0.648629,0.0238313,0.646154,0.0011928,0
35.189943,78.381606,0.369176,0.273009,0.611188,0.126447,0.147247,0.0247599,0.0108865,0.692212,0.676877,0.0009977,0.646154,0.0011928,0
35.314871,78.506533,0.197133,0.294875,0.611333,0.0967687,0.145983,0.0247599,0.0584759,0.692212,0.659476,0.0010762,0.646154,0.0011928,0
35.398156,78.339963,0.247312,0.290533,0.611207,0.131307,0.14787,0.0247599,0.0255054,0.420497,0.643147,0.0406334,0.646154,0.0011928,0
35.439798,79.714168,0.100358,0.287819,0.611153,0.072414,0.125758,0.0247599,0.0183515,0.862875,0.609297,0.0489914,0.646154,0.0011928,0
35.439798,84.086639,0.0967742,0.281693,0.611185,0.0395247,0.105108,0.0134895,0.0279938,0.862875,0.60739,0.0223222,0.646154,0.0006075,0
35.523083,83.045574,0.0824373,0.282624,0.611189,0.0517754,0.109337,0.0134895,0.0332815,0.436975,0.632896,0.0226865,0.646154,0.0006075,0
35.564726,78.548176,0.114695,0.257192,0.611389,0.131511,0.145895,0.0247599,0.113219,0.692212,0.658165,0.0096772,0.646154,0.0011928,0
35.564726,79.047887,0.0896057,0.289835,0.611273,0.0344696,0.136496,0.0247599,0.0730949,0.692212,0.644934,0.0450526,0.646154,0.0011928,0
35.564726,79.2561,0.0716846,0.278204,0.611267,0.137521,0.128978,0.0247599,0.0839813,0.692212,0.620262,0.140611,0.646154,0.0011928,0
35.648011,79.755811,0.301075,0.257424,0.611315,0.083739,0.124848,0.0247599,0.101089,0.692212,0.690822,0.0223092,0.292308,0.0011928,0
35.648011,83.29543,0.100358,0.28999,0.611191,0.0546891,0.107881,0.0134895,0.0230171,0.436975,0.6323,0.161246,0.646154,0.0006075,0
35.731296,78.29832,0.146953,0.317903,0.611271,0.0941608,0.148816,0.0296861,0.0939347,0.692212,0.658045,0.0617196,0.646154,0.0058629,0
